code,province,date,avg_temp,avg_relative_humidity
10000,Seoul,2016-01-01,1.2,73
11000,Busan,2016-01-01,5.3,52.1
12000,Daegu,2016-01-01,1.7,70.5
13000,Gwangju,2016-01-01,3.2,73.1
14000,Incheon,2016-01-01,3.1,83.9
15000,Daejeon,2016-01-01,1.6,77.4
16000,Ulsan,2016-01-01,4,53.3
20000,Gyeonggi-do,2016-01-01,1.6,80.1
30000,Gangwon-do,2016-01-01,5.1,33
40000,Chungcheongbuk-do,2016-01-01,-1,79.4
41000,Chungcheongnam-do,2016-01-01,2.6,86.3
50000,Jeollabuk-do,2016-01-01,2.8,74.4
51000,Jeollanam-do,2016-01-01,4.5,54.5
60000,Gyeongsangbuk-do,2016-01-01,3.5,47.6
61000,Gyeongsangnam-do,2016-01-01,2.5,59.1
70000,Jeju-do,2016-01-01,8.2,60.1
10000,Seoul,2016-01-02,5.7,76.9
11000,Busan,2016-01-02,8.1,62.9
12000,Daegu,2016-01-02,3,74.8
13000,Gwangju,2016-01-02,6.5,78.6
14000,Incheon,2016-01-02,7.4,93.1
15000,Daejeon,2016-01-02,6.6,76.5
16000,Ulsan,2016-01-02,5.6,61
20000,Gyeonggi-do,2016-01-02,5.8,83.1
30000,Gangwon-do,2016-01-02,9.1,43.8
40000,Chungcheongbuk-do,2016-01-02,3.5,74.9
41000,Chungcheongnam-do,2016-01-02,6.5,91.4
50000,Jeollabuk-do,2016-01-02,7.6,73.3
51000,Jeollanam-do,2016-01-02,7.1,63.8
60000,Gyeongsangbuk-do,2016-01-02,7.5,50.5
61000,Gyeongsangnam-do,2016-01-02,4.3,67.6
70000,Jeju-do,2016-01-02,12.5,62.6
10000,Seoul,2016-01-03,6.5,80.6
11000,Busan,2016-01-03,11.4,68.3
12000,Daegu,2016-01-03,4.9,77
13000,Gwangju,2016-01-03,7.3,78.9
14000,Incheon,2016-01-03,5.9,98
15000,Daejeon,2016-01-03,6.9,83.5
16000,Ulsan,2016-01-03,7,76.4
20000,Gyeonggi-do,2016-01-03,6,92.1
30000,Gangwon-do,2016-01-03,9,55.8
40000,Chungcheongbuk-do,2016-01-03,3.6,81
41000,Chungcheongnam-do,2016-01-03,6.2,93.4
50000,Jeollabuk-do,2016-01-03,8.4,81.1
51000,Jeollanam-do,2016-01-03,9.1,72.4
60000,Gyeongsangbuk-do,2016-01-03,9.2,53.3
61000,Gyeongsangnam-do,2016-01-03,6.7,77.5
70000,Jeju-do,2016-01-03,13,67
10000,Seoul,2016-01-04,2,54.4
11000,Busan,2016-01-04,10.4,46.3
12000,Daegu,2016-01-04,5.8,58.1
13000,Gwangju,2016-01-04,6.4,66.5
14000,Incheon,2016-01-04,2.2,72.9
15000,Daejeon,2016-01-04,5.1,62.5
16000,Ulsan,2016-01-04,7.7,52.8
20000,Gyeonggi-do,2016-01-04,3.7,54.4
30000,Gangwon-do,2016-01-04,7.4,33.8
40000,Chungcheongbuk-do,2016-01-04,3.9,54.3
41000,Chungcheongnam-do,2016-01-04,2.8,73.6
50000,Jeollabuk-do,2016-01-04,5.9,70.1
51000,Jeollanam-do,2016-01-04,9.9,40.1
60000,Gyeongsangbuk-do,2016-01-04,7.7,41
61000,Gyeongsangnam-do,2016-01-04,7.5,55.1
70000,Jeju-do,2016-01-04,11.7,66.3
10000,Seoul,2016-01-05,-2.7,39.4
11000,Busan,2016-01-05,5.3,40.9
12000,Daegu,2016-01-05,2.9,29.4
13000,Gwangju,2016-01-05,2.4,40.3
14000,Incheon,2016-01-05,-1.9,46.3
15000,Daejeon,2016-01-05,-0.6,45.4
16000,Ulsan,2016-01-05,3.9,31.9
20000,Gyeonggi-do,2016-01-05,-1.1,39.6
30000,Gangwon-do,2016-01-05,3,16.3
40000,Chungcheongbuk-do,2016-01-05,-2,46.5
41000,Chungcheongnam-do,2016-01-05,-1.1,59.3
50000,Jeollabuk-do,2016-01-05,0.7,53
51000,Jeollanam-do,2016-01-05,5,49
60000,Gyeongsangbuk-do,2016-01-05,2.5,24.9
61000,Gyeongsangnam-do,2016-01-05,2.6,41.1
70000,Jeju-do,2016-01-05,8.5,66.9
10000,Seoul,2016-01-06,-1.7,54.3
11000,Busan,2016-01-06,4.8,34.5
12000,Daegu,2016-01-06,2.2,47.5
13000,Gwangju,2016-01-06,3.3,54.1
14000,Incheon,2016-01-06,-0.3,64.9
15000,Daejeon,2016-01-06,-0.1,62.9
16000,Ulsan,2016-01-06,3.9,34.1
20000,Gyeonggi-do,2016-01-06,-0.7,57.9
30000,Gangwon-do,2016-01-06,1.9,30.3
40000,Chungcheongbuk-do,2016-01-06,-2.1,56.5
41000,Chungcheongnam-do,2016-01-06,0.4,77.6
50000,Jeollabuk-do,2016-01-06,1.5,61.6
51000,Jeollanam-do,2016-01-06,4.4,42.4
60000,Gyeongsangbuk-do,2016-01-06,1.7,33.4
61000,Gyeongsangnam-do,2016-01-06,2.5,41
70000,Jeju-do,2016-01-06,7.3,63.4
10000,Seoul,2016-01-07,-3.4,51.8
11000,Busan,2016-01-07,3.9,47.3
12000,Daegu,2016-01-07,1.7,50.4
13000,Gwangju,2016-01-07,2.7,63.4
14000,Incheon,2016-01-07,-2.1,61.6
15000,Daejeon,2016-01-07,0.1,59.4
16000,Ulsan,2016-01-07,3.3,38.6
20000,Gyeonggi-do,2016-01-07,-1.8,52.6
30000,Gangwon-do,2016-01-07,1.3,29.3
40000,Chungcheongbuk-do,2016-01-07,-3.4,54.5
41000,Chungcheongnam-do,2016-01-07,0.2,66
50000,Jeollabuk-do,2016-01-07,1.1,62.4
51000,Jeollanam-do,2016-01-07,3.5,47.8
60000,Gyeongsangbuk-do,2016-01-07,1.2,33.3
61000,Gyeongsangnam-do,2016-01-07,2.4,47.1
70000,Jeju-do,2016-01-07,7,57.6
10000,Seoul,2016-01-08,-3.3,49.8
11000,Busan,2016-01-08,2.5,44.1
12000,Daegu,2016-01-08,0.8,49.4
13000,Gwangju,2016-01-08,1.2,81
14000,Incheon,2016-01-08,-1.9,64.1
15000,Daejeon,2016-01-08,-1,62
16000,Ulsan,2016-01-08,2.2,38.5
20000,Gyeonggi-do,2016-01-08,-1.5,54
30000,Gangwon-do,2016-01-08,0.5,24
40000,Chungcheongbuk-do,2016-01-08,-3.5,53.3
41000,Chungcheongnam-do,2016-01-08,-0.9,80.1
50000,Jeollabuk-do,2016-01-08,0.9,67.8
51000,Jeollanam-do,2016-01-08,2.2,51.5
60000,Gyeongsangbuk-do,2016-01-08,0.3,29.5
61000,Gyeongsangnam-do,2016-01-08,1,44.6
70000,Jeju-do,2016-01-08,6,59.9
10000,Seoul,2016-01-09,-2.1,57.1
11000,Busan,2016-01-09,3.8,46.1
12000,Daegu,2016-01-09,1.3,54.4
13000,Gwangju,2016-01-09,2.5,65
14000,Incheon,2016-01-09,-0.6,70.5
15000,Daejeon,2016-01-09,1.4,60.8
16000,Ulsan,2016-01-09,3,45.4
20000,Gyeonggi-do,2016-01-09,0.2,56.6
30000,Gangwon-do,2016-01-09,1.7,32.8
40000,Chungcheongbuk-do,2016-01-09,-0.6,56.1
41000,Chungcheongnam-do,2016-01-09,0.4,82.1
50000,Jeollabuk-do,2016-01-09,2.7,63.5
51000,Jeollanam-do,2016-01-09,3.2,49.5
60000,Gyeongsangbuk-do,2016-01-09,1.4,38.6
61000,Gyeongsangnam-do,2016-01-09,1.9,45.5
70000,Jeju-do,2016-01-09,7,53.9
10000,Seoul,2016-01-10,0.3,42.3
11000,Busan,2016-01-10,4.8,46.1
12000,Daegu,2016-01-10,2.1,58.6
13000,Gwangju,2016-01-10,3.7,59.4
14000,Incheon,2016-01-10,1.3,53.6
15000,Daejeon,2016-01-10,1.2,63.8
16000,Ulsan,2016-01-10,3.1,52
20000,Gyeonggi-do,2016-01-10,1.5,45
30000,Gangwon-do,2016-01-10,2.8,31
40000,Chungcheongbuk-do,2016-01-10,0.5,48.6
41000,Chungcheongnam-do,2016-01-10,-0.5,75.3
50000,Jeollabuk-do,2016-01-10,2.8,64.3
51000,Jeollanam-do,2016-01-10,4.9,43.6
60000,Gyeongsangbuk-do,2016-01-10,2.4,45.3
61000,Gyeongsangnam-do,2016-01-10,2.4,50.8
70000,Jeju-do,2016-01-10,8.1,55.8
10000,Seoul,2016-01-11,-3.8,38.3
11000,Busan,2016-01-11,4.5,27.6
12000,Daegu,2016-01-11,1.5,33.9
13000,Gwangju,2016-01-11,1.5,48.8
14000,Incheon,2016-01-11,-3.5,52.4
15000,Daejeon,2016-01-11,-1.8,54.6
16000,Ulsan,2016-01-11,3.5,22.3
20000,Gyeonggi-do,2016-01-11,-2,36.6
30000,Gangwon-do,2016-01-11,0.1,25.8
40000,Chungcheongbuk-do,2016-01-11,-4.4,44.8
41000,Chungcheongnam-do,2016-01-11,-2.7,72.9
50000,Jeollabuk-do,2016-01-11,-0.1,54.5
51000,Jeollanam-do,2016-01-11,3.6,39
60000,Gyeongsangbuk-do,2016-01-11,1,29.9
61000,Gyeongsangnam-do,2016-01-11,2.2,28.1
70000,Jeju-do,2016-01-11,6.1,57.6
10000,Seoul,2016-01-12,-5.2,46
11000,Busan,2016-01-12,2.5,26.4
12000,Daegu,2016-01-12,-0.5,38.1
13000,Gwangju,2016-01-12,-0.3,53.6
14000,Incheon,2016-01-12,-4.3,59.3
15000,Daejeon,2016-01-12,-2.7,58.8
16000,Ulsan,2016-01-12,2,20.9
20000,Gyeonggi-do,2016-01-12,-3.8,50.6
30000,Gangwon-do,2016-01-12,-0.2,25.9
40000,Chungcheongbuk-do,2016-01-12,-5.1,53.4
41000,Chungcheongnam-do,2016-01-12,-3.1,76.4
50000,Jeollabuk-do,2016-01-12,-1.8,62.5
51000,Jeollanam-do,2016-01-12,1.2,33.6
60000,Gyeongsangbuk-do,2016-01-12,0.5,20.9
61000,Gyeongsangnam-do,2016-01-12,0.4,22.6
70000,Jeju-do,2016-01-12,4.9,57.6
10000,Seoul,2016-01-13,-4.5,63
11000,Busan,2016-01-13,1.5,46.4
12000,Daegu,2016-01-13,0,57.1
13000,Gwangju,2016-01-13,1,70.8
14000,Incheon,2016-01-13,-3.4,74.3
15000,Daejeon,2016-01-13,-1.5,77.4
16000,Ulsan,2016-01-13,1.2,44.6
20000,Gyeonggi-do,2016-01-13,-2.9,66.8
30000,Gangwon-do,2016-01-13,-1,38
40000,Chungcheongbuk-do,2016-01-13,-2.4,64.5
41000,Chungcheongnam-do,2016-01-13,-1.6,87.5
50000,Jeollabuk-do,2016-01-13,-0.8,88
51000,Jeollanam-do,2016-01-13,1.4,51.3
60000,Gyeongsangbuk-do,2016-01-13,-0.4,42.4
61000,Gyeongsangnam-do,2016-01-13,-0.2,47
70000,Jeju-do,2016-01-13,4.6,61.3
10000,Seoul,2016-01-14,-3.4,52.1
11000,Busan,2016-01-14,2.9,50.3
12000,Daegu,2016-01-14,0.2,56.1
13000,Gwangju,2016-01-14,1.4,74.4
14000,Incheon,2016-01-14,-2.3,65.6
15000,Daejeon,2016-01-14,-1.3,57.5
16000,Ulsan,2016-01-14,1.1,53.1
20000,Gyeonggi-do,2016-01-14,-3.5,65.4
30000,Gangwon-do,2016-01-14,-0.8,32.9
40000,Chungcheongbuk-do,2016-01-14,-2.9,51.4
41000,Chungcheongnam-do,2016-01-14,-2.4,78.9
50000,Jeollabuk-do,2016-01-14,-0.1,72.1
51000,Jeollanam-do,2016-01-14,2.7,48.6
60000,Gyeongsangbuk-do,2016-01-14,-1.2,37.3
61000,Gyeongsangnam-do,2016-01-14,0.8,49.6
70000,Jeju-do,2016-01-14,6.4,50.6
10000,Seoul,2016-01-15,-0.4,52.3
11000,Busan,2016-01-15,4.2,45.6
12000,Daegu,2016-01-15,-0.3,66.3
13000,Gwangju,2016-01-15,2.6,63.5
14000,Incheon,2016-01-15,1,61.1
15000,Daejeon,2016-01-15,0.5,70.5
16000,Ulsan,2016-01-15,1.5,58.3
20000,Gyeonggi-do,2016-01-15,-0.3,73.4
30000,Gangwon-do,2016-01-15,0,44.5
40000,Chungcheongbuk-do,2016-01-15,-2.6,75.3
41000,Chungcheongnam-do,2016-01-15,0.5,82.4
50000,Jeollabuk-do,2016-01-15,1.8,71.4
51000,Jeollanam-do,2016-01-15,3.7,53.8
60000,Gyeongsangbuk-do,2016-01-15,-0.7,50.9
61000,Gyeongsangnam-do,2016-01-15,1.2,51.8
70000,Jeju-do,2016-01-15,7.1,56.9
10000,Seoul,2016-01-16,-0.2,68
11000,Busan,2016-01-16,5.7,50.9
12000,Daegu,2016-01-16,0.6,68.9
13000,Gwangju,2016-01-16,4.6,59.5
14000,Incheon,2016-01-16,2.2,77.1
15000,Daejeon,2016-01-16,0.9,73.8
16000,Ulsan,2016-01-16,2.8,63.1
20000,Gyeonggi-do,2016-01-16,1.7,69.5
30000,Gangwon-do,2016-01-16,1.4,46.9
40000,Chungcheongbuk-do,2016-01-16,-2.1,70.5
41000,Chungcheongnam-do,2016-01-16,2.3,82
50000,Jeollabuk-do,2016-01-16,3.2,65.6
51000,Jeollanam-do,2016-01-16,5.8,50.3
60000,Gyeongsangbuk-do,2016-01-16,1.2,51.6
61000,Gyeongsangnam-do,2016-01-16,1.8,59.5
70000,Jeju-do,2016-01-16,7.5,64
10000,Seoul,2016-01-17,1.7,64
11000,Busan,2016-01-17,6.6,77.4
12000,Daegu,2016-01-17,1.4,81.5
13000,Gwangju,2016-01-17,3.7,76.5
14000,Incheon,2016-01-17,2.5,79.6
15000,Daejeon,2016-01-17,1.7,84
16000,Ulsan,2016-01-17,4.5,80
20000,Gyeonggi-do,2016-01-17,2.5,68.4
30000,Gangwon-do,2016-01-17,3.6,60.4
40000,Chungcheongbuk-do,2016-01-17,1.5,71.6
41000,Chungcheongnam-do,2016-01-17,2.3,81.3
50000,Jeollabuk-do,2016-01-17,3.2,81.5
51000,Jeollanam-do,2016-01-17,5.8,60.5
60000,Gyeongsangbuk-do,2016-01-17,3,81.3
61000,Gyeongsangnam-do,2016-01-17,3.1,71.1
70000,Jeju-do,2016-01-17,8.9,83.6
10000,Seoul,2016-01-18,-6.3,59.8
11000,Busan,2016-01-18,2.3,57.4
12000,Daegu,2016-01-18,-0.2,62.1
13000,Gwangju,2016-01-18,-0.8,84.9
14000,Incheon,2016-01-18,-5.9,73.5
15000,Daejeon,2016-01-18,-3.1,75.5
16000,Ulsan,2016-01-18,2.2,52.9
20000,Gyeonggi-do,2016-01-18,-4.7,60.6
30000,Gangwon-do,2016-01-18,-1.1,46
40000,Chungcheongbuk-do,2016-01-18,-3.9,59.5
41000,Chungcheongnam-do,2016-01-18,-3.8,83.4
50000,Jeollabuk-do,2016-01-18,-1.9,85.5
51000,Jeollanam-do,2016-01-18,1,55.3
60000,Gyeongsangbuk-do,2016-01-18,-0.3,52.8
61000,Gyeongsangnam-do,2016-01-18,0.6,50.3
70000,Jeju-do,2016-01-18,4.1,66.3
10000,Seoul,2016-01-19,-12.8,45.9
11000,Busan,2016-01-19,-3.1,36.8
12000,Daegu,2016-01-19,-6.3,46.8
13000,Gwangju,2016-01-19,-4.5,79.5
14000,Incheon,2016-01-19,-11.2,61.4
15000,Daejeon,2016-01-19,-8.3,66
16000,Ulsan,2016-01-19,-3.9,32.4
20000,Gyeonggi-do,2016-01-19,-10.5,49.6
30000,Gangwon-do,2016-01-19,-8.4,24.9
40000,Chungcheongbuk-do,2016-01-19,-10.3,41.8
41000,Chungcheongnam-do,2016-01-19,-7.7,74.1
50000,Jeollabuk-do,2016-01-19,-7.3,76.8
51000,Jeollanam-do,2016-01-19,-3.5,50.6
60000,Gyeongsangbuk-do,2016-01-19,-7.5,30.6
61000,Gyeongsangnam-do,2016-01-19,-4.8,31.6
70000,Jeju-do,2016-01-19,1.5,61.9
10000,Seoul,2016-01-20,-10.5,43.6
11000,Busan,2016-01-20,-2.5,36.1
12000,Daegu,2016-01-20,-5.4,49.5
13000,Gwangju,2016-01-20,-4.5,64.1
14000,Incheon,2016-01-20,-9.4,59.9
15000,Daejeon,2016-01-20,-8.1,67.9
16000,Ulsan,2016-01-20,-3.7,42.4
20000,Gyeonggi-do,2016-01-20,-9,49.5
30000,Gangwon-do,2016-01-20,-4.5,34.6
40000,Chungcheongbuk-do,2016-01-20,-11.2,54.9
41000,Chungcheongnam-do,2016-01-20,-8.3,83.4
50000,Jeollabuk-do,2016-01-20,-6.7,68.6
51000,Jeollanam-do,2016-01-20,-2.9,41.5
60000,Gyeongsangbuk-do,2016-01-20,-5.8,34.8
61000,Gyeongsangnam-do,2016-01-20,-4.8,39.9
70000,Jeju-do,2016-01-20,2.4,64.4
10000,Seoul,2016-01-21,-7.1,44.3
11000,Busan,2016-01-21,-0.9,29.9
12000,Daegu,2016-01-21,-3.4,38.9
13000,Gwangju,2016-01-21,-3,59.8
14000,Incheon,2016-01-21,-6.5,61
15000,Daejeon,2016-01-21,-5.7,64.5
16000,Ulsan,2016-01-21,-1.6,31.5
20000,Gyeonggi-do,2016-01-21,-5.8,53.4
30000,Gangwon-do,2016-01-21,-2.5,29.5
40000,Chungcheongbuk-do,2016-01-21,-7.9,55
41000,Chungcheongnam-do,2016-01-21,-6.3,78.9
50000,Jeollabuk-do,2016-01-21,-4.7,68.5
51000,Jeollanam-do,2016-01-21,-1.8,34.5
60000,Gyeongsangbuk-do,2016-01-21,-2.2,26
61000,Gyeongsangnam-do,2016-01-21,-2.9,30.8
70000,Jeju-do,2016-01-21,2.9,67.5
10000,Seoul,2016-01-22,-7.6,40.5
11000,Busan,2016-01-22,0.8,23.9
12000,Daegu,2016-01-22,-2.1,32
13000,Gwangju,2016-01-22,-2.8,44.6
14000,Incheon,2016-01-22,-6.5,49.8
15000,Daejeon,2016-01-22,-5.7,59.1
16000,Ulsan,2016-01-22,-0.2,24.3
20000,Gyeonggi-do,2016-01-22,-5.8,38.4
30000,Gangwon-do,2016-01-22,-1.6,22.1
40000,Chungcheongbuk-do,2016-01-22,-7.5,49.3
41000,Chungcheongnam-do,2016-01-22,-5.9,71.5
50000,Jeollabuk-do,2016-01-22,-5,62.8
51000,Jeollanam-do,2016-01-22,-0.2,30.1
60000,Gyeongsangbuk-do,2016-01-22,-1.2,23.3
61000,Gyeongsangnam-do,2016-01-22,-1.6,21
70000,Jeju-do,2016-01-22,2.8,57.1
10000,Seoul,2016-01-23,-11.5,42
11000,Busan,2016-01-23,-2.9,32
12000,Daegu,2016-01-23,-5.8,37.6
13000,Gwangju,2016-01-23,-5.8,60.8
14000,Incheon,2016-01-23,-10.6,57
15000,Daejeon,2016-01-23,-8.2,64.8
16000,Ulsan,2016-01-23,-3.4,26.9
20000,Gyeonggi-do,2016-01-23,-9.5,37.4
30000,Gangwon-do,2016-01-23,-6.2,19.6
40000,Chungcheongbuk-do,2016-01-23,-8.6,28.1
41000,Chungcheongnam-do,2016-01-23,-8.5,76.9
50000,Jeollabuk-do,2016-01-23,-7.2,63.9
51000,Jeollanam-do,2016-01-23,-3.7,36
60000,Gyeongsangbuk-do,2016-01-23,-5.1,19.9
61000,Gyeongsangnam-do,2016-01-23,-5.2,28.9
70000,Jeju-do,2016-01-23,-0.5,79.9
10000,Seoul,2016-01-24,-14.4,48.5
11000,Busan,2016-01-24,-7.6,45.4
12000,Daegu,2016-01-24,-10.2,49
13000,Gwangju,2016-01-24,-9.5,77.6
14000,Incheon,2016-01-24,-13.1,60.1
15000,Daejeon,2016-01-24,-12.7,70.5
16000,Ulsan,2016-01-24,-8.1,36.3
20000,Gyeonggi-do,2016-01-24,-12.6,48.6
30000,Gangwon-do,2016-01-24,-9.8,24
40000,Chungcheongbuk-do,2016-01-24,-13.4,40.3
41000,Chungcheongnam-do,2016-01-24,-10.3,82
50000,Jeollabuk-do,2016-01-24,-10.8,70.5
51000,Jeollanam-do,2016-01-24,-7.5,50.6
60000,Gyeongsangbuk-do,2016-01-24,-10.2,29.3
61000,Gyeongsangnam-do,2016-01-24,-9.5,43.3
70000,Jeju-do,2016-01-24,-3,76.3
10000,Seoul,2016-01-25,-9.4,47.1
11000,Busan,2016-01-25,-2.6,44.8
12000,Daegu,2016-01-25,-5,54.9
13000,Gwangju,2016-01-25,-5.5,77.6
14000,Incheon,2016-01-25,-7.6,61.5
15000,Daejeon,2016-01-25,-7.8,75.1
16000,Ulsan,2016-01-25,-2.9,42.6
20000,Gyeonggi-do,2016-01-25,-8.2,55.6
30000,Gangwon-do,2016-01-25,-5,26.4
40000,Chungcheongbuk-do,2016-01-25,-9.7,52.6
41000,Chungcheongnam-do,2016-01-25,-7.9,88.1
50000,Jeollabuk-do,2016-01-25,-6.8,70.1
51000,Jeollanam-do,2016-01-25,-2.9,50.4
60000,Gyeongsangbuk-do,2016-01-25,-5.7,34.6
61000,Gyeongsangnam-do,2016-01-25,-4.7,45.6
70000,Jeju-do,2016-01-25,1.9,73.6
10000,Seoul,2016-01-26,-3.3,64.5
11000,Busan,2016-01-26,1.4,49.4
12000,Daegu,2016-01-26,-0.7,59.5
13000,Gwangju,2016-01-26,-0.2,74.8
14000,Incheon,2016-01-26,-1.1,80.5
15000,Daejeon,2016-01-26,-1.8,76.3
16000,Ulsan,2016-01-26,0.8,52.9
20000,Gyeonggi-do,2016-01-26,-2.8,75.5
30000,Gangwon-do,2016-01-26,0.4,34
40000,Chungcheongbuk-do,2016-01-26,-5,73.8
41000,Chungcheongnam-do,2016-01-26,-1.8,82.9
50000,Jeollabuk-do,2016-01-26,-0.6,73.8
51000,Jeollanam-do,2016-01-26,1.5,52.6
60000,Gyeongsangbuk-do,2016-01-26,-0.4,43
61000,Gyeongsangnam-do,2016-01-26,-1.2,50.6
70000,Jeju-do,2016-01-26,5.5,60.8
10000,Seoul,2016-01-27,-1.1,56.3
11000,Busan,2016-01-27,4.7,52.5
12000,Daegu,2016-01-27,0.9,56.4
13000,Gwangju,2016-01-27,2,75.9
14000,Incheon,2016-01-27,-0.2,71.9
15000,Daejeon,2016-01-27,-0.1,71.6
16000,Ulsan,2016-01-27,2.3,54.8
20000,Gyeonggi-do,2016-01-27,-0.7,68.8
30000,Gangwon-do,2016-01-27,2.7,32.1
40000,Chungcheongbuk-do,2016-01-27,-2.8,63.8
41000,Chungcheongnam-do,2016-01-27,-2.3,84.6
50000,Jeollabuk-do,2016-01-27,0.9,69.8
51000,Jeollanam-do,2016-01-27,4.1,49.5
60000,Gyeongsangbuk-do,2016-01-27,2.7,37.8
61000,Gyeongsangnam-do,2016-01-27,1.4,55.9
70000,Jeju-do,2016-01-27,7.2,57.9
10000,Seoul,2016-01-28,-0.5,51.5
11000,Busan,2016-01-28,4.4,69.9
12000,Daegu,2016-01-28,-0.7,76.1
13000,Gwangju,2016-01-28,2.6,87.6
14000,Incheon,2016-01-28,0.6,63.3
15000,Daejeon,2016-01-28,-0.4,78.4
16000,Ulsan,2016-01-28,1.9,74
20000,Gyeonggi-do,2016-01-28,0.2,59.3
30000,Gangwon-do,2016-01-28,2.1,37.1
40000,Chungcheongbuk-do,2016-01-28,-2.2,63.6
41000,Chungcheongnam-do,2016-01-28,0.3,73.5
50000,Jeollabuk-do,2016-01-28,0.7,84.9
51000,Jeollanam-do,2016-01-28,3.4,72.4
60000,Gyeongsangbuk-do,2016-01-28,3.6,42.9
61000,Gyeongsangnam-do,2016-01-28,1,67.4
70000,Jeju-do,2016-01-28,8.6,92.3
10000,Seoul,2016-01-29,1.9,43.6
11000,Busan,2016-01-29,4.6,91.9
12000,Daegu,2016-01-29,0.9,98
13000,Gwangju,2016-01-29,3.9,97.5
14000,Incheon,2016-01-29,1.5,55
15000,Daejeon,2016-01-29,3,81.1
16000,Ulsan,2016-01-29,4.5,96.4
20000,Gyeonggi-do,2016-01-29,2,52.6
30000,Gangwon-do,2016-01-29,0.8,76.6
40000,Chungcheongbuk-do,2016-01-29,3.2,58.4
41000,Chungcheongnam-do,2016-01-29,1.6,69
50000,Jeollabuk-do,2016-01-29,2.6,95.3
51000,Jeollanam-do,2016-01-29,4.2,77.4
60000,Gyeongsangbuk-do,2016-01-29,3.4,87.5
61000,Gyeongsangnam-do,2016-01-29,2.6,83.3
70000,Jeju-do,2016-01-29,8.6,92
10000,Seoul,2016-01-30,0.6,59.5
11000,Busan,2016-01-30,6.1,78.6
12000,Daegu,2016-01-30,2.1,95
13000,Gwangju,2016-01-30,3.7,81.9
14000,Incheon,2016-01-30,-0.1,77
15000,Daejeon,2016-01-30,3.3,78.8
16000,Ulsan,2016-01-30,5,91.5
20000,Gyeonggi-do,2016-01-30,0.6,71.4
30000,Gangwon-do,2016-01-30,1.3,87.9
40000,Chungcheongbuk-do,2016-01-30,1.4,65.5
41000,Chungcheongnam-do,2016-01-30,-0.1,88.5
50000,Jeollabuk-do,2016-01-30,2,90.5
51000,Jeollanam-do,2016-01-30,5.6,68.1
60000,Gyeongsangbuk-do,2016-01-30,2.9,91.8
61000,Gyeongsangnam-do,2016-01-30,3.8,77.8
70000,Jeju-do,2016-01-30,7.9,82.6
10000,Seoul,2016-01-31,-3.9,34
11000,Busan,2016-01-31,3.8,62.6
12000,Daegu,2016-01-31,1.2,61
13000,Gwangju,2016-01-31,-0.2,63.9
14000,Incheon,2016-01-31,-3.9,52.8
15000,Daejeon,2016-01-31,-1.5,61.4
16000,Ulsan,2016-01-31,2.4,58.3
20000,Gyeonggi-do,2016-01-31,-2.6,48.4
30000,Gangwon-do,2016-01-31,0.1,54.1
40000,Chungcheongbuk-do,2016-01-31,-3.1,51.6
41000,Chungcheongnam-do,2016-01-31,-2.2,66.6
50000,Jeollabuk-do,2016-01-31,-1,69.3
51000,Jeollanam-do,2016-01-31,2,46.1
60000,Gyeongsangbuk-do,2016-01-31,1.6,47.6
61000,Gyeongsangnam-do,2016-01-31,1.5,63.8
70000,Jeju-do,2016-01-31,4.6,69.3
10000,Seoul,2016-02-01,-6,36
11000,Busan,2016-02-01,1.7,34.3
12000,Daegu,2016-02-01,-1.2,40.5
13000,Gwangju,2016-02-01,-2.2,58.9
14000,Incheon,2016-02-01,-5.4,47.1
15000,Daejeon,2016-02-01,-3.9,54.9
16000,Ulsan,2016-02-01,1.3,30.4
20000,Gyeonggi-do,2016-02-01,-4.9,40.4
30000,Gangwon-do,2016-02-01,-1.6,36.9
40000,Chungcheongbuk-do,2016-02-01,-5.9,47
41000,Chungcheongnam-do,2016-02-01,-5.8,73.3
50000,Jeollabuk-do,2016-02-01,-3.2,59.6
51000,Jeollanam-do,2016-02-01,-0.8,40.4
60000,Gyeongsangbuk-do,2016-02-01,-0.3,29
61000,Gyeongsangnam-do,2016-02-01,-0.6,38.5
70000,Jeju-do,2016-02-01,2.7,65.9
10000,Seoul,2016-02-02,-5.3,41.8
11000,Busan,2016-02-02,1.2,30.8
12000,Daegu,2016-02-02,-1.9,43
13000,Gwangju,2016-02-02,-2.1,52.6
14000,Incheon,2016-02-02,-4.2,51.4
15000,Daejeon,2016-02-02,-3.9,53.1
16000,Ulsan,2016-02-02,0.5,32
20000,Gyeonggi-do,2016-02-02,-4.7,47.8
30000,Gangwon-do,2016-02-02,-2.1,36
40000,Chungcheongbuk-do,2016-02-02,-6.8,48
41000,Chungcheongnam-do,2016-02-02,-6,74.8
50000,Jeollabuk-do,2016-02-02,-3.1,63.6
51000,Jeollanam-do,2016-02-02,-0.3,37.9
60000,Gyeongsangbuk-do,2016-02-02,-1.6,35
61000,Gyeongsangnam-do,2016-02-02,-1.7,32.1
70000,Jeju-do,2016-02-02,2.8,62.6
10000,Seoul,2016-02-03,-2.4,49.6
11000,Busan,2016-02-03,1.9,37.3
12000,Daegu,2016-02-03,-0.4,50.4
13000,Gwangju,2016-02-03,-0.1,56.5
14000,Incheon,2016-02-03,-0.9,58.8
15000,Daejeon,2016-02-03,-1.9,62.3
16000,Ulsan,2016-02-03,1.4,34.8
