code,province,date,avg_temp,avg_relative_humidity
51000,Jeollanam-do,2017-02-22,6,78.3
60000,Gyeongsangbuk-do,2017-02-22,4.9,83.8
61000,Gyeongsangnam-do,2017-02-22,4.5,85.8
70000,Jeju-do,2017-02-22,10.6,84
10000,Seoul,2017-02-23,-1.5,56.4
11000,Busan,2017-02-23,5.4,50.9
12000,Daegu,2017-02-23,2.4,50.5
13000,Gwangju,2017-02-23,1.7,59.6
14000,Incheon,2017-02-23,-1.1,58.1
15000,Daejeon,2017-02-23,0.5,61.1
16000,Ulsan,2017-02-23,3.7,59
20000,Gyeonggi-do,2017-02-23,-0.4,55.4
30000,Gangwon-do,2017-02-23,3.2,47.6
40000,Chungcheongbuk-do,2017-02-23,0.3,58
41000,Chungcheongnam-do,2017-02-23,-0.4,69.6
50000,Jeollabuk-do,2017-02-23,0.8,68.8
51000,Jeollanam-do,2017-02-23,2.8,45.5
60000,Gyeongsangbuk-do,2017-02-23,3.2,54.5
61000,Gyeongsangnam-do,2017-02-23,4.3,51
70000,Jeju-do,2017-02-23,5,62.9
10000,Seoul,2017-02-24,-0.8,51.3
11000,Busan,2017-02-24,2.8,32.5
12000,Daegu,2017-02-24,1.7,35.4
13000,Gwangju,2017-02-24,1.7,48.4
14000,Incheon,2017-02-24,-0.1,55.5
15000,Daejeon,2017-02-24,0.6,55.6
16000,Ulsan,2017-02-24,2,39.5
20000,Gyeonggi-do,2017-02-24,-0.2,55
30000,Gangwon-do,2017-02-24,2,32.5
40000,Chungcheongbuk-do,2017-02-24,-1,52.3
41000,Chungcheongnam-do,2017-02-24,-0.9,76.1
50000,Jeollabuk-do,2017-02-24,0.6,57.8
51000,Jeollanam-do,2017-02-24,2.2,32.1
60000,Gyeongsangbuk-do,2017-02-24,1.6,38.3
61000,Gyeongsangnam-do,2017-02-24,1.8,36.9
70000,Jeju-do,2017-02-24,5.1,53.6
10000,Seoul,2017-02-25,2.6,63.6
11000,Busan,2017-02-25,5.7,43.1
12000,Daegu,2017-02-25,4.1,41.6
13000,Gwangju,2017-02-25,4.5,48.5
14000,Incheon,2017-02-25,2.9,72.6
15000,Daejeon,2017-02-25,3.5,58.5
16000,Ulsan,2017-02-25,5.3,37.4
20000,Gyeonggi-do,2017-02-25,1.9,66
30000,Gangwon-do,2017-02-25,5.1,31.1
40000,Chungcheongbuk-do,2017-02-25,2.2,54.5
41000,Chungcheongnam-do,2017-02-25,0.9,84.9
50000,Jeollabuk-do,2017-02-25,3.5,54.3
51000,Jeollanam-do,2017-02-25,5.6,40.9
60000,Gyeongsangbuk-do,2017-02-25,3.8,39.1
61000,Gyeongsangnam-do,2017-02-25,4.4,47.9
70000,Jeju-do,2017-02-25,8.2,55.4
10000,Seoul,2017-02-26,3.6,52.8
11000,Busan,2017-02-26,6.4,46
12000,Daegu,2017-02-26,4.8,51.4
13000,Gwangju,2017-02-26,4.3,54.4
14000,Incheon,2017-02-26,3.2,60.8
15000,Daejeon,2017-02-26,4,57.6
16000,Ulsan,2017-02-26,5.4,55.5
20000,Gyeonggi-do,2017-02-26,2.4,67.1
30000,Gangwon-do,2017-02-26,3.6,47.6
40000,Chungcheongbuk-do,2017-02-26,2.5,57.8
41000,Chungcheongnam-do,2017-02-26,1.4,74.6
50000,Jeollabuk-do,2017-02-26,3.8,63.8
51000,Jeollanam-do,2017-02-26,6.2,46.5
60000,Gyeongsangbuk-do,2017-02-26,3.9,53.8
61000,Gyeongsangnam-do,2017-02-26,5.3,49
70000,Jeju-do,2017-02-26,8.3,54.8
10000,Seoul,2017-02-27,3.7,37.4
11000,Busan,2017-02-27,7.5,63.8
12000,Daegu,2017-02-27,5.3,67.1
13000,Gwangju,2017-02-27,5.1,51.8
14000,Incheon,2017-02-27,3.7,42
15000,Daejeon,2017-02-27,4.2,53.3
16000,Ulsan,2017-02-27,5,84.5
20000,Gyeonggi-do,2017-02-27,2.6,55.9
30000,Gangwon-do,2017-02-27,4.7,58.3
40000,Chungcheongbuk-do,2017-02-27,2.3,57.1
41000,Chungcheongnam-do,2017-02-27,1.8,69.8
50000,Jeollabuk-do,2017-02-27,3.9,59.3
51000,Jeollanam-do,2017-02-27,7.3,51.9
60000,Gyeongsangbuk-do,2017-02-27,3.5,80
61000,Gyeongsangnam-do,2017-02-27,6.1,66.6
70000,Jeju-do,2017-02-27,7.1,61.4
10000,Seoul,2017-02-28,5.6,41.5
11000,Busan,2017-02-28,8.8,51.4
12000,Daegu,2017-02-28,7.1,52
13000,Gwangju,2017-02-28,6.3,44.8
14000,Incheon,2017-02-28,5.2,47.8
15000,Daejeon,2017-02-28,5.3,50.1
16000,Ulsan,2017-02-28,7.3,67.8
20000,Gyeonggi-do,2017-02-28,4.4,53.9
30000,Gangwon-do,2017-02-28,8.7,30
40000,Chungcheongbuk-do,2017-02-28,3.7,51.6
41000,Chungcheongnam-do,2017-02-28,2.5,68.9
50000,Jeollabuk-do,2017-02-28,5.4,51
51000,Jeollanam-do,2017-02-28,7,48.5
60000,Gyeongsangbuk-do,2017-02-28,5.8,62.4
61000,Gyeongsangnam-do,2017-02-28,7.2,58.9
70000,Jeju-do,2017-02-28,8.7,48.1
10000,Seoul,2017-03-01,5,65
11000,Busan,2017-03-01,9.3,52.4
12000,Daegu,2017-03-01,7.5,50
13000,Gwangju,2017-03-01,7.7,63.4
14000,Incheon,2017-03-01,5.3,64.9
15000,Daejeon,2017-03-01,6.1,56.3
16000,Ulsan,2017-03-01,8.2,59.8
20000,Gyeonggi-do,2017-03-01,4.7,66.1
30000,Gangwon-do,2017-03-01,8.5,50.5
40000,Chungcheongbuk-do,2017-03-01,5.2,56.6
41000,Chungcheongnam-do,2017-03-01,4.9,75
50000,Jeollabuk-do,2017-03-01,7,55.4
51000,Jeollanam-do,2017-03-01,8.4,54.1
60000,Gyeongsangbuk-do,2017-03-01,8.1,42.9
61000,Gyeongsangnam-do,2017-03-01,7.9,58.4
70000,Jeju-do,2017-03-01,10.7,56.6
10000,Seoul,2017-03-02,1.8,59.5
11000,Busan,2017-03-02,6.6,61
12000,Daegu,2017-03-02,5.2,61.6
13000,Gwangju,2017-03-02,2.8,67
14000,Incheon,2017-03-02,1.5,62.8
15000,Daejeon,2017-03-02,3,67.9
16000,Ulsan,2017-03-02,5.4,73.3
20000,Gyeonggi-do,2017-03-02,1.9,71
30000,Gangwon-do,2017-03-02,3.2,83.1
40000,Chungcheongbuk-do,2017-03-02,1.7,71.8
41000,Chungcheongnam-do,2017-03-02,0.8,77
50000,Jeollabuk-do,2017-03-02,2.1,73.1
51000,Jeollanam-do,2017-03-02,4.8,47.5
60000,Gyeongsangbuk-do,2017-03-02,5.6,64.6
61000,Gyeongsangnam-do,2017-03-02,5.9,55.3
70000,Jeju-do,2017-03-02,5.7,58.9
10000,Seoul,2017-03-03,3.3,54.4
11000,Busan,2017-03-03,6.7,41
12000,Daegu,2017-03-03,6.2,36.4
13000,Gwangju,2017-03-03,5.2,54.3
14000,Incheon,2017-03-03,3.5,67.1
15000,Daejeon,2017-03-03,4.2,53.6
16000,Ulsan,2017-03-03,5.6,50
20000,Gyeonggi-do,2017-03-03,2.9,62.8
30000,Gangwon-do,2017-03-03,6.5,35.8
40000,Chungcheongbuk-do,2017-03-03,2,58.1
41000,Chungcheongnam-do,2017-03-03,1.5,82.6
50000,Jeollabuk-do,2017-03-03,3.9,55.8
51000,Jeollanam-do,2017-03-03,5.5,43.3
60000,Gyeongsangbuk-do,2017-03-03,6.3,34.3
61000,Gyeongsangnam-do,2017-03-03,5.7,38.3
70000,Jeju-do,2017-03-03,7.4,55.6
10000,Seoul,2017-03-04,5.7,60
11000,Busan,2017-03-04,9.7,47.1
12000,Daegu,2017-03-04,8.2,44.4
13000,Gwangju,2017-03-04,7.4,55.1
14000,Incheon,2017-03-04,5.3,69.4
15000,Daejeon,2017-03-04,6.1,49.5
16000,Ulsan,2017-03-04,8.8,50.4
20000,Gyeonggi-do,2017-03-04,4.6,69
30000,Gangwon-do,2017-03-04,7,47.4
40000,Chungcheongbuk-do,2017-03-04,3.7,54.1
41000,Chungcheongnam-do,2017-03-04,2.9,81.8
50000,Jeollabuk-do,2017-03-04,5.9,52.6
51000,Jeollanam-do,2017-03-04,8.1,52.9
60000,Gyeongsangbuk-do,2017-03-04,,47.3
61000,Gyeongsangnam-do,2017-03-04,7.9,53.6
70000,Jeju-do,2017-03-04,10.4,64.8
10000,Seoul,2017-03-05,5.2,71.6
11000,Busan,2017-03-05,10.2,50.9
12000,Daegu,2017-03-05,8.3,45.3
13000,Gwangju,2017-03-05,7.3,58.1
14000,Incheon,2017-03-05,4.5,83.9
15000,Daejeon,2017-03-05,6.3,56.5
16000,Ulsan,2017-03-05,8.7,64.8
20000,Gyeonggi-do,2017-03-05,4.6,78.1
30000,Gangwon-do,2017-03-05,6.6,61.3
40000,Chungcheongbuk-do,2017-03-05,5.5,56.5
41000,Chungcheongnam-do,2017-03-05,4.4,88.6
50000,Jeollabuk-do,2017-03-05,5.9,61.5
51000,Jeollanam-do,2017-03-05,8.4,51
60000,Gyeongsangbuk-do,2017-03-05,8.4,53.5
61000,Gyeongsangnam-do,2017-03-05,8.2,55.5
70000,Jeju-do,2017-03-05,10,68.1
10000,Seoul,2017-03-06,0.1,41.3
11000,Busan,2017-03-06,7.1,31.6
12000,Daegu,2017-03-06,4.7,32.9
13000,Gwangju,2017-03-06,3.3,41.6
14000,Incheon,2017-03-06,0.4,48.5
15000,Daejeon,2017-03-06,1.8,46.6
16000,Ulsan,2017-03-06,5.8,31.9
20000,Gyeonggi-do,2017-03-06,1.2,43.8
30000,Gangwon-do,2017-03-06,3.6,41.4
40000,Chungcheongbuk-do,2017-03-06,1.8,45.5
41000,Chungcheongnam-do,2017-03-06,0.5,60.4
50000,Jeollabuk-do,2017-03-06,2.5,50
51000,Jeollanam-do,2017-03-06,5,29.3
60000,Gyeongsangbuk-do,2017-03-06,5.5,30.5
61000,Gyeongsangnam-do,2017-03-06,6.1,30.1
70000,Jeju-do,2017-03-06,6.3,50.5
10000,Seoul,2017-03-07,-1.3,37.5
11000,Busan,2017-03-07,3.1,34
12000,Daegu,2017-03-07,1.3,37.5
13000,Gwangju,2017-03-07,0.5,58.6
14000,Incheon,2017-03-07,-1.2,47.4
15000,Daejeon,2017-03-07,-0.2,55.3
16000,Ulsan,2017-03-07,2,35
20000,Gyeonggi-do,2017-03-07,-0.5,43.6
30000,Gangwon-do,2017-03-07,1.3,23.6
40000,Chungcheongbuk-do,2017-03-07,-0.5,40.3
41000,Chungcheongnam-do,2017-03-07,-1.2,64.4
50000,Jeollabuk-do,2017-03-07,-0.4,62.8
51000,Jeollanam-do,2017-03-07,1.7,40.4
60000,Gyeongsangbuk-do,2017-03-07,1.4,30.6
61000,Gyeongsangnam-do,2017-03-07,1.9,34
70000,Jeju-do,2017-03-07,5,57.8
10000,Seoul,2017-03-08,-0.1,50.6
11000,Busan,2017-03-08,2.9,39.6
12000,Daegu,2017-03-08,2.2,40.5
13000,Gwangju,2017-03-08,2.3,65.5
14000,Incheon,2017-03-08,0.9,57.9
15000,Daejeon,2017-03-08,1.4,62.1
16000,Ulsan,2017-03-08,2.4,40.9
20000,Gyeonggi-do,2017-03-08,0.7,52.8
30000,Gangwon-do,2017-03-08,2.1,33.1
40000,Chungcheongbuk-do,2017-03-08,0.2,50.1
41000,Chungcheongnam-do,2017-03-08,0.7,71.9
50000,Jeollabuk-do,2017-03-08,1.6,69.9
51000,Jeollanam-do,2017-03-08,2.8,43.6
60000,Gyeongsangbuk-do,2017-03-08,2,36.4
61000,Gyeongsangnam-do,2017-03-08,2,41.8
70000,Jeju-do,2017-03-08,6.1,53
10000,Seoul,2017-03-09,3.2,47.3
11000,Busan,2017-03-09,6.9,37.9
12000,Daegu,2017-03-09,6.6,31.8
13000,Gwangju,2017-03-09,6.6,51.4
14000,Incheon,2017-03-09,3.9,61.1
15000,Daejeon,2017-03-09,4.7,56.6
16000,Ulsan,2017-03-09,6.9,32
20000,Gyeonggi-do,2017-03-09,3.2,57.8
30000,Gangwon-do,2017-03-09,5.7,31
40000,Chungcheongbuk-do,2017-03-09,3.7,46.9
41000,Chungcheongnam-do,2017-03-09,2.3,81
50000,Jeollabuk-do,2017-03-09,5.3,62
51000,Jeollanam-do,2017-03-09,6.9,35.8
60000,Gyeongsangbuk-do,2017-03-09,6,33.5
61000,Gyeongsangnam-do,2017-03-09,6.6,34.4
70000,Jeju-do,2017-03-09,9.8,43.3
10000,Seoul,2017-03-10,4.8,37.4
11000,Busan,2017-03-10,8.6,36
12000,Daegu,2017-03-10,7.3,28.9
13000,Gwangju,2017-03-10,7.6,47
14000,Incheon,2017-03-10,5,48.8
15000,Daejeon,2017-03-10,5.9,46.8
16000,Ulsan,2017-03-10,7.3,39.9
20000,Gyeonggi-do,2017-03-10,4.2,53.5
30000,Gangwon-do,2017-03-10,5.3,34.4
40000,Chungcheongbuk-do,2017-03-10,3.8,43.3
41000,Chungcheongnam-do,2017-03-10,2.8,69.4
50000,Jeollabuk-do,2017-03-10,5.5,51.1
51000,Jeollanam-do,2017-03-10,8.7,32.8
60000,Gyeongsangbuk-do,2017-03-10,4.9,41.6
61000,Gyeongsangnam-do,2017-03-10,7.5,35.3
70000,Jeju-do,2017-03-10,10.2,41.5
10000,Seoul,2017-03-11,7.3,37.4
11000,Busan,2017-03-11,10.3,33.8
12000,Daegu,2017-03-11,7.9,39
13000,Gwangju,2017-03-11,8.7,35.6
14000,Incheon,2017-03-11,6.7,53.6
15000,Daejeon,2017-03-11,7.4,44.4
16000,Ulsan,2017-03-11,8.6,41.5
20000,Gyeonggi-do,2017-03-11,5.9,53.5
30000,Gangwon-do,2017-03-11,8.8,30.3
40000,Chungcheongbuk-do,2017-03-11,5.2,41.6
41000,Chungcheongnam-do,2017-03-11,4.7,64.4
50000,Jeollabuk-do,2017-03-11,7.7,37.5
51000,Jeollanam-do,2017-03-11,8.8,35.3
60000,Gyeongsangbuk-do,2017-03-11,6.8,41.4
61000,Gyeongsangnam-do,2017-03-11,8.5,40.1
70000,Jeju-do,2017-03-11,11.1,34.5
10000,Seoul,2017-03-12,8.2,58.4
11000,Busan,2017-03-12,11.3,48.9
12000,Daegu,2017-03-12,10.8,36.6
13000,Gwangju,2017-03-12,9.9,33.1
14000,Incheon,2017-03-12,7.4,73.5
15000,Daejeon,2017-03-12,8.9,42.5
16000,Ulsan,2017-03-12,10.7,46.5
20000,Gyeonggi-do,2017-03-12,7.6,67.5
30000,Gangwon-do,2017-03-12,11.2,34.6
40000,Chungcheongbuk-do,2017-03-12,7.5,46.1
41000,Chungcheongnam-do,2017-03-12,6.4,77.3
50000,Jeollabuk-do,2017-03-12,8.6,42.9
51000,Jeollanam-do,2017-03-12,10.4,43.3
60000,Gyeongsangbuk-do,2017-03-12,10.5,35.3
61000,Gyeongsangnam-do,2017-03-12,9.8,52.4
70000,Jeju-do,2017-03-12,13,45.4
10000,Seoul,2017-03-13,6.9,49.8
11000,Busan,2017-03-13,10.9,50
12000,Daegu,2017-03-13,10.1,44.4
13000,Gwangju,2017-03-13,8.6,51.1
14000,Incheon,2017-03-13,5.7,57.3
15000,Daejeon,2017-03-13,8,53.3
16000,Ulsan,2017-03-13,9.6,55.6
20000,Gyeonggi-do,2017-03-13,6.4,59.4
30000,Gangwon-do,2017-03-13,6.9,51
40000,Chungcheongbuk-do,2017-03-13,7,52.8
41000,Chungcheongnam-do,2017-03-13,4.9,72.3
50000,Jeollabuk-do,2017-03-13,7.2,66.5
51000,Jeollanam-do,2017-03-13,11.2,39.5
60000,Gyeongsangbuk-do,2017-03-13,9.1,47.9
61000,Gyeongsangnam-do,2017-03-13,10.7,45.4
70000,Jeju-do,2017-03-13,10.4,61.5
10000,Seoul,2017-03-14,5.8,37.5
11000,Busan,2017-03-14,8.7,62.8
12000,Daegu,2017-03-14,8.3,52.9
13000,Gwangju,2017-03-14,6,50
14000,Incheon,2017-03-14,5.6,42.9
15000,Daejeon,2017-03-14,5.6,49.9
16000,Ulsan,2017-03-14,7.2,73.4
20000,Gyeonggi-do,2017-03-14,5.9,42.3
30000,Gangwon-do,2017-03-14,2.6,72.8
40000,Chungcheongbuk-do,2017-03-14,4.5,55.1
41000,Chungcheongnam-do,2017-03-14,4.1,62.4
50000,Jeollabuk-do,2017-03-14,5.2,59.1
51000,Jeollanam-do,2017-03-14,8.7,34.9
60000,Gyeongsangbuk-do,2017-03-14,5.1,73.9
61000,Gyeongsangnam-do,2017-03-14,9.4,52.8
70000,Jeju-do,2017-03-14,8.9,53
10000,Seoul,2017-03-15,6.3,34.9
11000,Busan,2017-03-15,7.6,52.8
12000,Daegu,2017-03-15,6.6,51.6
13000,Gwangju,2017-03-15,6,48.5
14000,Incheon,2017-03-15,5.3,45.1
15000,Daejeon,2017-03-15,5.9,47.8
16000,Ulsan,2017-03-15,6,66.4
20000,Gyeonggi-do,2017-03-15,4.8,48.8
30000,Gangwon-do,2017-03-15,3.7,58.9
40000,Chungcheongbuk-do,2017-03-15,4,54.8
41000,Chungcheongnam-do,2017-03-15,3,63.6
50000,Jeollabuk-do,2017-03-15,5.1,51.9
51000,Jeollanam-do,2017-03-15,7.1,38.4
60000,Gyeongsangbuk-do,2017-03-15,4.6,60.1
61000,Gyeongsangnam-do,2017-03-15,7,52.5
70000,Jeju-do,2017-03-15,8.3,52.6
10000,Seoul,2017-03-16,6.2,41.8
11000,Busan,2017-03-16,9,55.9
12000,Daegu,2017-03-16,8.7,46.4
13000,Gwangju,2017-03-16,6.6,48.4
14000,Incheon,2017-03-16,5.3,59.1
15000,Daejeon,2017-03-16,6.3,48.8
16000,Ulsan,2017-03-16,7.9,66.5
20000,Gyeonggi-do,2017-03-16,5,52.3
30000,Gangwon-do,2017-03-16,6.1,52
40000,Chungcheongbuk-do,2017-03-16,4.8,45.4
41000,Chungcheongnam-do,2017-03-16,3.1,64.9
50000,Jeollabuk-do,2017-03-16,5.4,52.8
51000,Jeollanam-do,2017-03-16,8.8,49.5
60000,Gyeongsangbuk-do,2017-03-16,6.4,66.5
61000,Gyeongsangnam-do,2017-03-16,7.8,63
70000,Jeju-do,2017-03-16,8.7,63.4
10000,Seoul,2017-03-17,7.7,43.1
11000,Busan,2017-03-17,10.6,43.3
12000,Daegu,2017-03-17,9.4,33
13000,Gwangju,2017-03-17,7.8,44.5
14000,Incheon,2017-03-17,6.7,57.8
15000,Daejeon,2017-03-17,7.6,42.6
16000,Ulsan,2017-03-17,9.4,43.8
20000,Gyeonggi-do,2017-03-17,6.5,53.8
30000,Gangwon-do,2017-03-17,8.7,35.8
40000,Chungcheongbuk-do,2017-03-17,6.2,42
41000,Chungcheongnam-do,2017-03-17,5.3,64.5
50000,Jeollabuk-do,2017-03-17,6.9,50.6
51000,Jeollanam-do,2017-03-17,8.7,39.5
60000,Gyeongsangbuk-do,2017-03-17,7.1,58.9
61000,Gyeongsangnam-do,2017-03-17,9.1,45.9
70000,Jeju-do,2017-03-17,9.4,49.8
10000,Seoul,2017-03-18,9.5,34.1
11000,Busan,2017-03-18,11.3,42.1
12000,Daegu,2017-03-18,10.3,38
13000,Gwangju,2017-03-18,9.9,36.4
14000,Incheon,2017-03-18,7.9,61.4
15000,Daejeon,2017-03-18,8.8,38.1
16000,Ulsan,2017-03-18,10.2,44.1
20000,Gyeonggi-do,2017-03-18,8,43.3
30000,Gangwon-do,2017-03-18,12,26.9
40000,Chungcheongbuk-do,2017-03-18,8.3,35.3
41000,Chungcheongnam-do,2017-03-18,6.4,54.6
50000,Jeollabuk-do,2017-03-18,9,39.1
51000,Jeollanam-do,2017-03-18,9.6,48
60000,Gyeongsangbuk-do,2017-03-18,11.1,35
61000,Gyeongsangnam-do,2017-03-18,9.6,47.4
70000,Jeju-do,2017-03-18,10.7,57.8
10000,Seoul,2017-03-19,10.9,36
11000,Busan,2017-03-19,12.4,48.1
12000,Daegu,2017-03-19,10.4,39.9
13000,Gwangju,2017-03-19,11.4,37.5
14000,Incheon,2017-03-19,9.5,57.8
15000,Daejeon,2017-03-19,10,40.4
16000,Ulsan,2017-03-19,10.6,48.9
20000,Gyeonggi-do,2017-03-19,8.5,55
30000,Gangwon-do,2017-03-19,10.5,37.8
40000,Chungcheongbuk-do,2017-03-19,8.2,37.6
41000,Chungcheongnam-do,2017-03-19,8.2,60.1
50000,Jeollabuk-do,2017-03-19,9.9,43.1
51000,Jeollanam-do,2017-03-19,11.1,48.6
60000,Gyeongsangbuk-do,2017-03-19,9.4,52
61000,Gyeongsangnam-do,2017-03-19,10.7,50.6
70000,Jeju-do,2017-03-19,12.7,50.4
10000,Seoul,2017-03-20,10.2,40.4
11000,Busan,2017-03-20,10.7,73.6
12000,Daegu,2017-03-20,8.1,74.3
13000,Gwangju,2017-03-20,8.7,72.1
14000,Incheon,2017-03-20,9.1,57.4
15000,Daejeon,2017-03-20,8.6,59.8
16000,Ulsan,2017-03-20,8.9,84.1
20000,Gyeonggi-do,2017-03-20,8.9,55.3
30000,Gangwon-do,2017-03-20,12,30.9
40000,Chungcheongbuk-do,2017-03-20,9.1,42.1
41000,Chungcheongnam-do,2017-03-20,7,68.9
50000,Jeollabuk-do,2017-03-20,8.5,67.3
51000,Jeollanam-do,2017-03-20,9.7,63.1
60000,Gyeongsangbuk-do,2017-03-20,8.4,71.3
61000,Gyeongsangnam-do,2017-03-20,8.8,74.6
70000,Jeju-do,2017-03-20,11.8,83
10000,Seoul,2017-03-21,7.4,48.1
11000,Busan,2017-03-21,9.2,71
12000,Daegu,2017-03-21,8.9,64
13000,Gwangju,2017-03-21,7.2,62.5
14000,Incheon,2017-03-21,7,53.6
15000,Daejeon,2017-03-21,8.4,53.1
16000,Ulsan,2017-03-21,7.7,80.6
20000,Gyeonggi-do,2017-03-21,7.5,54.4
30000,Gangwon-do,2017-03-21,6.1,66
40000,Chungcheongbuk-do,2017-03-21,7.1,53
41000,Chungcheongnam-do,2017-03-21,5.2,69
50000,Jeollabuk-do,2017-03-21,6.5,70.5
51000,Jeollanam-do,2017-03-21,9.5,46.5
60000,Gyeongsangbuk-do,2017-03-21,6,76.8
61000,Gyeongsangnam-do,2017-03-21,9.9,65.4
70000,Jeju-do,2017-03-21,9.3,63.1
10000,Seoul,2017-03-22,7.6,32.8
11000,Busan,2017-03-22,9.1,52.1
12000,Daegu,2017-03-22,8.9,44.5
13000,Gwangju,2017-03-22,7.7,54.5
14000,Incheon,2017-03-22,6.9,49.5
15000,Daejeon,2017-03-22,7.6,46
16000,Ulsan,2017-03-22,8.6,57.4
20000,Gyeonggi-do,2017-03-22,6.7,49.4
30000,Gangwon-do,2017-03-22,8,47.3
40000,Chungcheongbuk-do,2017-03-22,6.4,44.1
41000,Chungcheongnam-do,2017-03-22,5,66.5
50000,Jeollabuk-do,2017-03-22,6.3,56.9
51000,Jeollanam-do,2017-03-22,8.4,49
60000,Gyeongsangbuk-do,2017-03-22,7.3,56.5
61000,Gyeongsangnam-do,2017-03-22,8.3,57.9
70000,Jeju-do,2017-03-22,9.2,61.8
10000,Seoul,2017-03-23,9.1,34
11000,Busan,2017-03-23,11.6,46.9
12000,Daegu,2017-03-23,11.4,37.3
13000,Gwangju,2017-03-23,9.9,41.4
14000,Incheon,2017-03-23,8.2,50.5
15000,Daejeon,2017-03-23,9.5,38.1
16000,Ulsan,2017-03-23,10.9,50.6
20000,Gyeonggi-do,2017-03-23,7.5,54
30000,Gangwon-do,2017-03-23,7,61.4
40000,Chungcheongbuk-do,2017-03-23,7.9,39.5
41000,Chungcheongnam-do,2017-03-23,6.3,63.4
50000,Jeollabuk-do,2017-03-23,8.3,57.8
51000,Jeollanam-do,2017-03-23,11.2,39.4
60000,Gyeongsangbuk-do,2017-03-23,9.3,49.8
61000,Gyeongsangnam-do,2017-03-23,10.9,45.1
70000,Jeju-do,2017-03-23,10,68.1
10000,Seoul,2017-03-24,8.7,41.4
11000,Busan,2017-03-24,9.9,54.5
12000,Daegu,2017-03-24,9.7,49.4
13000,Gwangju,2017-03-24,9.3,54.1
14000,Incheon,2017-03-24,8.2,46.3
15000,Daejeon,2017-03-24,9,45.6
16000,Ulsan,2017-03-24,8.7,56.4
20000,Gyeonggi-do,2017-03-24,7.5,59
30000,Gangwon-do,2017-03-24,6.7,58.8
40000,Chungcheongbuk-do,2017-03-24,7.7,47.4
41000,Chungcheongnam-do,2017-03-24,5.7,70.5
50000,Jeollabuk-do,2017-03-24,8.4,55
51000,Jeollanam-do,2017-03-24,10,55.3
60000,Gyeongsangbuk-do,2017-03-24,8.6,45.6
61000,Gyeongsangnam-do,2017-03-24,9.3,59
70000,Jeju-do,2017-03-24,11.3,63.5
10000,Seoul,2017-03-25,8.1,41.1
11000,Busan,2017-03-25,9.1,68.8
12000,Daegu,2017-03-25,6.3,85.3
13000,Gwangju,2017-03-25,7,92.9
14000,Incheon,2017-03-25,6.4,64.8
15000,Daejeon,2017-03-25,7.6,77
16000,Ulsan,2017-03-25,8.6,71.9
20000,Gyeonggi-do,2017-03-25,7.2,50.5
30000,Gangwon-do,2017-03-25,6,73.6
40000,Chungcheongbuk-do,2017-03-25,5.4,75.3
41000,Chungcheongnam-do,2017-03-25,5.6,63.8
50000,Jeollabuk-do,2017-03-25,7.1,74.5
51000,Jeollanam-do,2017-03-25,8.1,71.8
60000,Gyeongsangbuk-do,2017-03-25,7.5,63.1
61000,Gyeongsangnam-do,2017-03-25,7.8,76.6
70000,Jeju-do,2017-03-25,9.9,80.9
10000,Seoul,2017-03-26,7.3,53.1
11000,Busan,2017-03-26,6.9,83
12000,Daegu,2017-03-26,6.5,80.6
13000,Gwangju,2017-03-26,7,75.3
14000,Incheon,2017-03-26,6.2,79.1
15000,Daejeon,2017-03-26,7.1,71.9
16000,Ulsan,2017-03-26,6.6,86.3
20000,Gyeonggi-do,2017-03-26,6,62.5
30000,Gangwon-do,2017-03-26,6.3,73.1
40000,Chungcheongbuk-do,2017-03-26,6,71.1
41000,Chungcheongnam-do,2017-03-26,4.3,76.9
50000,Jeollabuk-do,2017-03-26,6.7,69.5
51000,Jeollanam-do,2017-03-26,8.2,57.5
60000,Gyeongsangbuk-do,2017-03-26,5.9,81.8
61000,Gyeongsangnam-do,2017-03-26,6,85.4
70000,Jeju-do,2017-03-26,8.7,71.8
10000,Seoul,2017-03-27,6.1,67.4
11000,Busan,2017-03-27,7.2,66.1
12000,Daegu,2017-03-27,6.4,67.1
13000,Gwangju,2017-03-27,7.5,74.3
14000,Incheon,2017-03-27,6.5,76.4
15000,Daejeon,2017-03-27,6.4,70.4
16000,Ulsan,2017-03-27,6.4,76
20000,Gyeonggi-do,2017-03-27,6.7,70.9
30000,Gangwon-do,2017-03-27,7.1,56.8
40000,Chungcheongbuk-do,2017-03-27,4.5,72.8
41000,Chungcheongnam-do,2017-03-27,5.4,81.9
50000,Jeollabuk-do,2017-03-27,6.9,76.8
51000,Jeollanam-do,2017-03-27,8.3,43.6
60000,Gyeongsangbuk-do,2017-03-27,7.1,62
61000,Gyeongsangnam-do,2017-03-27,7.1,65.1
70000,Jeju-do,2017-03-27,10.2,61
10000,Seoul,2017-03-28,7.1,59.8
11000,Busan,2017-03-28,9.3,47.9
12000,Daegu,2017-03-28,8.8,52.3
13000,Gwangju,2017-03-28,8.2,67
14000,Incheon,2017-03-28,6.8,75.1
15000,Daejeon,2017-03-28,7.9,61.8
16000,Ulsan,2017-03-28,9.1,53.6
20000,Gyeonggi-do,2017-03-28,7,65.8
30000,Gangwon-do,2017-03-28,9.1,42.5
40000,Chungcheongbuk-do,2017-03-28,6.2,66.1
41000,Chungcheongnam-do,2017-03-28,6.7,79.8
50000,Jeollabuk-do,2017-03-28,7.8,60.3
51000,Jeollanam-do,2017-03-28,9.6,48.9
